#p1    p2    variance
0.5    0.35000000000000003    5.07956595578482e-05
0.5    0.4    5.095470230780137e-05
0.5    0.45    4.980062696073112e-05
0.5    0.5    5.034930540099036e-05
0.5    0.55    4.941247062670334e-05
0.5    0.6000000000000001    5.0284310159183034e-05
0.5    0.65    4.889686025949475e-05
0.5    0.7000000000000001    5.015230655438744e-05
0.5    0.75    4.847237755557514e-05
0.5    0.8    5.012137492224222e-05
0.5    0.8500000000000001    4.945901123477038e-05
0.5    0.9    5.049441103566568e-05
0.5    0.9500000000000001    4.88983870218406e-05
0.5    1.0    5.0965670204129455e-05
0.55    0.0    5.139087965173787e-05
0.55    0.05    4.8915615345625036e-05
0.55    0.1    4.931193838658059e-05
0.55    0.15000000000000002    5.100292839441592e-05
0.55    0.2    5.02938297695716e-05
0.55    0.25    5.100167379869326e-05
0.55    0.30000000000000004    5.038810195394055e-05
0.55    0.35000000000000003    4.993536409666441e-05
0.55    0.4    5.025722409197055e-05
0.55    0.45    5.051153987984975e-05
0.55    0.5    4.937298924372673e-05
0.55    0.55    4.933884241305478e-05
0.55    0.6000000000000001    4.9647889736548415e-05
0.55    0.65    4.920701984580018e-05
0.55    0.7000000000000001    4.9391067294793377e-05
0.55    0.75    4.9307199460479696e-05
0.55    0.8    4.972463458479063e-05
0.55    0.8500000000000001    4.93951895343422e-05
0.55    0.9    4.832408352652543e-05
0.55    0.9500000000000001    4.910227627821322e-05
0.55    1.0    5.035269180932185e-05
0.6000000000000001    0.0    5.019107212133138e-05
0.6000000000000001    0.05    5.073876665407411e-05
0.6000000000000001    0.1    5.002373182074629e-05
0.6000000000000001    0.15000000000000002    4.71880744607395e-05
0.6000000000000001    0.2    5.077517282251436e-05
0.6000000000000001    0.25    4.8217404628712287e-05
0.6000000000000001    0.30000000000000004    5.05907087688715e-05
0.6000000000000001    0.35000000000000003    5.240791613182795e-05
0.6000000000000001    0.4    5.2086468234377604e-05
0.6000000000000001    0.45    4.9073347435116324e-05
0.6000000000000001    0.5    4.930199947849729e-05
0.6000000000000001    0.55    5.057894481231901e-05
0.6000000000000001    0.6000000000000001    4.929275206390854e-05
0.6000000000000001    0.65    5.026244178058485e-05
0.6000000000000001    0.7000000000000001    5.0088197081423317e-05
0.6000000000000001    0.75    5.04332228755839e-05
0.6000000000000001    0.8    4.9744532216701486e-05
0.6000000000000001    0.8500000000000001    4.8780234346885014e-05
0.6000000000000001    0.9    4.955764841284599e-05
0.6000000000000001    0.9500000000000001    4.963271995480098e-05
0.6000000000000001    1.0    4.980130909211685e-05
0.65    0.0    5.010461084058983e-05
0.65    0.05    4.905469989852921e-05
0.65    0.1    4.987373355375962e-05
0.65    0.15000000000000002    5.031980578300468e-05
0.65    0.2    5.0181900209128675e-05
0.65    0.25    5.047302437041975e-05
0.65    0.30000000000000004    5.0056665786304435e-05
0.65    0.35000000000000003    5.107109211333459e-05
0.65    0.4    5.0594555956505845e-05
0.65    0.45    4.984156886625599e-05
0.65    0.5    4.952159164163203e-05
0.65    0.55    4.9097270134729e-05
0.65    0.6000000000000001    4.99858135690146e-05
0.65    0.65    4.8626172490220226e-05
0.65    0.7000000000000001    5.14491224893489e-05
0.65    0.75    5.1040192956004316e-05
0.65    0.8    5.214591606620049e-05
0.65    0.8500000000000001    4.9105896748857434e-05
0.65    0.9    4.888537309306584e-05
0.65    0.9500000000000001    4.9525834747268627e-05
0.65    1.0    4.9218869920244606e-05
0.7000000000000001    0.0    4.992014990565149e-05
0.7000000000000001    0.05    5.218358870286351e-05
0.7000000000000001    0.1    5.0183941227187665e-05
0.7000000000000001    0.15000000000000002    5.03109606781038e-05
0.7000000000000001    0.2    4.923721758637607e-05
0.7000000000000001    0.25    4.9320103632677284e-05
0.7000000000000001    0.30000000000000004    4.843859008215986e-05
0.7000000000000001    0.35000000000000003    5.101821109580958e-05
0.7000000000000001    0.4    5.013801392717605e-05
0.7000000000000001    0.45    5.0348848665651676e-05
0.7000000000000001    0.5    5.0357421981227534e-05
0.7000000000000001    0.55    4.831155611685755e-05
0.7000000000000001    0.6000000000000001    5.072874419884186e-05
0.7000000000000001    0.65    5.1415963644130503e-05
0.7000000000000001    0.7000000000000001    4.983848535635726e-05
0.7000000000000001    0.75    5.105558761101715e-05
0.7000000000000001    0.8    4.926240645724916e-05
0.7000000000000001    0.8500000000000001    5.142468515672498e-05
0.7000000000000001    0.9    4.7621763232332034e-05
0.7000000000000001    0.9500000000000001    5.043006810550469e-05
0.7000000000000001    1.0    4.903846750464149e-05
0.75    0.0    4.987627885631032e-05
0.75    0.05    5.031932743455997e-05
0.75    0.1    5.005974181618836e-05
0.75    0.15000000000000002    4.964295367059094e-05
0.75    0.2    4.958973584536598e-05
0.75    0.25    5.135940365677001e-05
0.75    0.30000000000000004    5.1243557118935705e-05
0.75    0.35000000000000003    5.096567949229745e-05
0.75    0.4    5.0329391226716054e-05
0.75    0.45    4.943956704603245e-05
0.75    0.5    5.06022623085912e-05
0.75    0.55    5.022594350824245e-05
0.75    0.6000000000000001    4.919935706684939e-05
0.75    0.65    4.98483871389469e-05
0.75    0.7000000000000001    5.134756823580047e-05
0.75    0.75    5.1476705244331724e-05
0.75    0.8    4.9268590457459554e-05
0.75    0.8500000000000001    4.936918414921116e-05
0.75    0.9    4.8159696761439375e-05
0.75    0.9500000000000001    4.9350833621369525e-05
0.75    1.0    4.91747736938811e-05
0.8    0.0    4.9354969840932094e-05
0.8    0.05    5.1100487117428115e-05
0.8    0.1    5.142582571809341e-05
0.8    0.15000000000000002    4.957985874542626e-05
0.8    0.2    5.14701563341077e-05
0.8    0.25    4.8910982564191445e-05
0.8    0.30000000000000004    5.139813153387186e-05
0.8    0.35000000000000003    5.1567431108724073e-05
0.8    0.4    4.926365771524258e-05
0.8    0.45    4.908913036464745e-05
0.8    0.5    5.0112055755466695e-05
0.8    0.55    5.3183919694017614e-05
0.8    0.6000000000000001    5.224923126031476e-05
0.8    0.65    5.058843008538286e-05
0.8    0.7000000000000001    4.987460897967883e-05
0.8    0.75    5.1128751148081346e-05
0.8    0.8    5.017520456671389e-05
0.8    0.8500000000000001    4.9565052812941185e-05
0.8    0.9    5.022646580552104e-05
0.8    0.9500000000000001    5.077794823693871e-05
0.8    1.0    4.983692737699003e-05
0.8500000000000001    0.0    4.949268463306401e-05
0.8500000000000001    0.05    5.103682390818162e-05
0.8500000000000001    0.1    4.993352847465572e-05
0.8500000000000001    0.15000000000000002    4.89414578994472e-05
0.8500000000000001    0.2    4.831210739574621e-05
0.8500000000000001    0.25    5.14909841021608e-05
0.8500000000000001    0.30000000000000004    4.9882998067066664e-05
0.8500000000000001    0.35000000000000003    4.982645695180544e-05
0.8500000000000001    0.4    5.08548862710014e-05
0.8500000000000001    0.45    5.089997511631095e-05
0.8500000000000001    0.5    5.086383869482997e-05
0.8500000000000001    0.55    4.994867620165049e-05
0.8500000000000001    0.6000000000000001    5.11786158519399e-05
0.8500000000000001    0.65    5.048398847418251e-05
0.8500000000000001    0.7000000000000001    5.098706351965412e-05
0.8500000000000001    0.75    4.96853792401472e-05
0.8500000000000001    0.8    5.058990586132601e-05
0.8500000000000001    0.8500000000000001    5.0493155176553924e-05
0.8500000000000001    0.9    4.868669617319005e-05
0.8500000000000001    0.9500000000000001    4.8431264879494e-05
0.8500000000000001    1.0    4.936338956020952e-05
0.9    0.0    5.083315824090195e-05
0.9    0.05    4.9194364367407764e-05
0.9    0.1    4.977171906966921e-05
0.9    0.15000000000000002    4.959345508018305e-05
0.9    0.2    5.061599737553996e-05
0.9    0.25    5.106075874648141e-05
0.9    0.30000000000000004    5.0139388398578973e-05
0.9    0.35000000000000003    5.0223565883122963e-05
0.9    0.4    5.0666661687584064e-05
0.9    0.45    4.9849905210246966e-05
0.9    0.5    5.0817359036793106e-05
0.9    0.55    4.759012458231422e-05
0.9    0.6000000000000001    4.946901867961333e-05
0.9    0.65    4.923443590696467e-05
0.9    0.7000000000000001    5.083996160871916e-05
0.9    0.75    4.953650267721778e-05
0.9    0.8    4.959066580844671e-05
0.9    0.8500000000000001    4.97443324457502e-05
0.9    0.9    5.237081887756697e-05
0.9    0.9500000000000001    4.9527192844573476e-05
0.9    1.0    5.082392921479946e-05
0.9500000000000001    0.0    5.047077025247477e-05
0.9500000000000001    0.05    5.111573933721196e-05
0.9500000000000001    0.1    5.001028108388793e-05
0.9500000000000001    0.15000000000000002    5.041192259801393e-05
0.9500000000000001    0.2    5.0312134437708336e-05
0.9500000000000001    0.25    4.836763760389486e-05
0.9500000000000001    0.30000000000000004    4.9915352966370425e-05
0.9500000000000001    0.35000000000000003    4.846967102323405e-05
0.9500000000000001    0.4    4.994021304433046e-05
0.9500000000000001    0.45    5.0705204439215905e-05
0.9500000000000001    0.5    4.891633791465421e-05
0.9500000000000001    0.55    5.132177004767866e-05
0.9500000000000001    0.6000000000000001    5.0782030392960775e-05
0.9500000000000001    0.65    4.8595105943228465e-05
0.9500000000000001    0.7000000000000001    5.0147299754228634e-05
0.9500000000000001    0.75    5.053493685332747e-05
0.9500000000000001    0.8    5.0083468245648555e-05
0.9500000000000001    0.8500000000000001    4.9267382962848426e-05
0.9500000000000001    0.9    4.909975668908765e-05
0.9500000000000001    0.9500000000000001    5.092780367261333e-05
0.9500000000000001    1.0    5.000746228977421e-05
1.0    0.0    5.1358704723228644e-05
1.0    0.05    4.9352030519259704e-05
1.0    0.1    4.979006643204373e-05
1.0    0.15000000000000002    4.927296749952558e-05
1.0    0.2    5.192858232476702e-05
1.0    0.25    4.8110431762121226e-05
1.0    0.30000000000000004    4.975328165774874e-05
1.0    0.35000000000000003    5.0295541199753624e-05
1.0    0.4    4.932067199189894e-05
1.0    0.45    5.128802810942796e-05
1.0    0.5    4.91464623906535e-05
1.0    0.55    5.0849630296222205e-05
1.0    0.6000000000000001    4.9991584326285474e-05
1.0    0.65    4.9318639982631476e-05
1.0    0.7000000000000001    4.873169541979291e-05
1.0    0.75    4.9192836407220386e-05
1.0    0.8    5.1587378761809994e-05
1.0    0.8500000000000001    4.774564812579565e-05
1.0    0.9    5.18817383274599e-05
1.0    0.9500000000000001    4.9898809554546835e-05
1.0    1.0    4.710233701521392e-05
